,order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied
632,O258279,C00219,P0026,1,14.81,2025-06-07,Cancelled,Credit Card,North,0.15
633,O275532,C00183,P0022,2,8.07,2025-06-07,Delivered,PayPal,South,0.15
634,O481270,C00388,P0016,5,48.59,2025-06-07,Delayed,PayPal,East,0
635,O814519,C00326,P0014,3,32.14,2025-06-07,Delivered,PayPal,South,0.15
636,O867344,C00343,P0016,5,10.64,2025-06-07,Delayed,Credit Card,North,0.1
637,O963033,C00262,P0025,5,34.59,2025-06-07,Delivered,PayPal,North,0.15
638,O436657,C00281,P0016,1,32.27,2025-06-07,Delivered,PayPal,South,0.15
639,O629765,C00453,P0026,2,20.83,2025-06-07,Delayed,Credit Card,East,0
640,O582042,C00046,P0029,1,49.18,2025-06-07,Cancelled,Bank Transfer,East,0.1
641,O517492,C00106,P0029,3,8.04,2025-06-07,Delayed,Credit Card,South,0
642,O827239,C00291,P0019,1,43.32,2025-06-07,Delayed,Credit Card,South,0.15
643,O693479,C00187,P0028,5,28.11,2025-06-07,Delivered,Credit Card,West,0.1
644,O993959,C00450,P0023,1,46.29,2025-06-07,Delivered,PayPal,Central,0.1
645,O569251,C00301,P0010,5,15.85,2025-06-07,Cancelled,Bank Transfer,Central,0.05
646,O480964,C00039,P0027,1,20.8,2025-06-07,Delivered,Credit Card,North,0
647,O305111,C00399,P0014,1,13.4,2025-06-07,Delivered,Credit Card,East,0
648,O807933,C00296,P0027,4,47.03,2025-06-07,Delivered,Credit Card,West,0.05
649,O423041,C00309,P0001,2,14.08,2025-06-07,Delivered,Credit Card,Central,0.2
650,O572101,C00202,P0018,4,38.09,2025-06-07,Cancelled,Credit Card,West,0.05
651,O593893,C00106,P0015,4,38.99,2025-06-07,Cancelled,Credit Card,South,0
652,O488710,C00044,P0025,1,25.52,2025-06-07,Delivered,Credit Card,North,0
653,O349578,C00346,P0028,5,33.77,2025-06-07,Cancelled,PayPal,South,0.1
654,O481635,C00109,P0008,4,15.31,2025-06-07,Cancelled,Credit Card,West,0.1
655,O429345,C00496,P0016,4,39.22,2025-06-07,Delayed,Credit Card,South,0
656,O650449,C00291,P0008,2,9.0,2025-06-07,Delayed,Bank Transfer,Central,0.05
657,O576892,C00077,P0011,4,22.94,2025-06-07,Delayed,Credit Card,Central,0.15
658,O102250,C00040,P0006,4,21.36,2025-06-07,Delivered,Credit Card,West,0
659,O891561,C00347,P0004,2,43.27,2025-06-07,Cancelled,Credit Card,West,0
660,O435877,C00415,P0011,2,11.25,2025-06-07,Delayed,PayPal,South,0.15
661,O552024,C00409,P0023,3,34.12,2025-06-07,Delayed,PayPal,North,0.15
662,O488116,C00327,P0023,4,33.75,2025-06-07,Delivered,PayPal,West,0.1
663,O449988,C00290,P0005,2,8.88,2025-06-07,Delayed,Credit Card,South,0
664,O809600,C00325,P0006,2,27.63,2025-06-07,Delayed,Credit Card,East,0.2
665,O171314,C00476,P0005,4,48.09,2025-06-07,Delivered,Credit Card,North,0
666,O264824,C00007,P0024,1,47.42,2025-06-07,Delayed,Credit Card,South,0
667,O364475,C00061,P0027,4,43.67,2025-06-07,Delivered,Bank Transfer,North,0.2
668,O928454,C00184,P0027,1,26.02,2025-06-07,Cancelled,Credit Card,West,0
669,O673731,C00499,P0020,4,35.12,2025-06-07,Delivered,Bank Transfer,Central,0.2
670,O532908,C00494,P0012,3,12.55,2025-06-07,Delayed,Credit Card,East,0.1
671,O477070,C00079,P0007,5,20.64,2025-06-07,Delivered,PayPal,West,0.15
672,O852902,C00475,P0011,2,17.26,2025-06-07,Cancelled,PayPal,North,0
673,O160766,C00217,P0019,3,44.49,2025-06-07,Delivered,Credit Card,North,0.15
674,O337497,C00249,P0005,3,36.13,2025-06-07,Delayed,PayPal,West,0.2
675,O857390,C00421,P0001,1,32.02,2025-06-07,Cancelled,PayPal,East,0.1
676,O235318,C00460,P0011,5,47.07,2025-06-07,Delivered,Bank Transfer,North,0.1
677,O452746,C00190,P0021,4,49.92,2025-06-07,Delivered,Bank Transfer,East,0.1
678,O765745,C00165,P0012,4,38.11,2025-06-07,Cancelled,Credit Card,North,0.15
679,O444837,C00210,P0027,2,40.33,2025-06-07,Delayed,Credit Card,West,0.1
680,O279593,C00128,P0001,1,26.02,2025-06-07,Delivered,Bank Transfer,East,0.15
681,O237172,C00287,P0021,2,20.39,2025-06-07,Delayed,Bank Transfer,South,0.05
682,O362445,C00178,P0018,4,20.45,2025-06-07,Delivered,Bank Transfer,Central,0.15
683,O111132,C00011,P0020,3,20.81,2025-06-07,Delivered,Credit Card,Central,0.05
684,O346038,C00404,P0012,1,23.62,2025-06-07,Delivered,Credit Card,South,0.15
685,O189730,C00180,P0022,4,28.47,2025-06-07,Delayed,Credit Card,East,0.2
686,O322634,C00485,P0006,1,32.92,2025-06-07,Cancelled,Bank Transfer,North,0.15
687,O144333,C00157,P0026,4,40.78,2025-06-07,Delayed,Bank Transfer,South,0.05
688,O224477,C00216,P0005,4,42.94,2025-06-07,Delayed,Credit Card,North,0.15
689,O253644,C00060,P0014,3,39.38,2025-06-07,Cancelled,Credit Card,Central,0.05
690,O512051,C00468,P0020,1,16.62,2025-06-07,Delayed,Credit Card,East,0
691,O318141,C00493,P0018,4,39.28,2025-06-07,Cancelled,Credit Card,North,0
692,O339326,C00262,P0019,4,46.86,2025-06-07,Cancelled,Credit Card,East,0.1
693,O367048,C00491,P0026,2,24.06,2025-06-07,Delivered,PayPal,West,0
694,O609676,C00278,P0027,2,19.57,2025-06-07,Delayed,Bank Transfer,South,0.05
695,O535433,C00379,P0024,3,29.17,2025-06-07,Delayed,Bank Transfer,South,0
696,O881689,C00214,P0020,3,33.25,2025-06-07,Cancelled,PayPal,North,0.15
697,O699550,C00283,P0001,5,45.51,2025-06-07,Delivered,PayPal,South,0.05
698,O107935,C00138,P0010,4,36.67,2025-06-07,Delivered,Credit Card,Central,0.1
699,O776763,C00014,P0006,3,22.52,2025-06-07,Delayed,Credit Card,East,0.1
700,O254935,C00434,P0007,5,30.11,2025-06-07,Cancelled,Bank Transfer,East,0
701,O458746,C00081,P0015,4,24.88,2025-06-07,Delayed,Bank Transfer,East,0
702,O757954,C00242,P0008,3,22.55,2025-06-07,Delayed,Credit Card,Central,0.05
703,O424255,C00196,P0011,4,25.0,2025-06-07,Cancelled,Credit Card,Central,0.1
704,O259845,C00202,P0005,2,8.69,2025-06-07,Cancelled,Bank Transfer,East,0
705,O778909,C00153,P0005,3,20.88,2025-06-07,Delayed,Credit Card,West,0.05
706,O893643,C00339,P0022,2,17.53,2025-06-07,Delivered,Credit Card,North,0
707,O881192,C00405,P0011,1,8.74,2025-06-07,Delivered,Bank Transfer,Central,0.1
708,O691329,C00176,P0024,1,47.59,2025-06-07,Delayed,Credit Card,East,0
709,O198717,C00158,P0027,1,20.87,2025-06-07,Delayed,Bank Transfer,West,0.05
710,O924241,C00473,P0005,2,42.86,2025-06-07,Delivered,PayPal,South,0
711,O430488,C00403,P0014,4,16.72,2025-06-07,Delivered,Credit Card,South,0.15
712,O802324,C00138,P0016,2,40.54,2025-06-07,Cancelled,Credit Card,North,0.15
713,O917531,C00198,P0027,4,46.36,2025-06-07,Delayed,PayPal,Central,0.05
714,O534285,C00171,P0018,5,44.16,2025-06-07,Delivered,Bank Transfer,West,0.1
715,O144167,C00249,P0018,5,18.88,2025-06-07,Delivered,Credit Card,South,0.15
716,O494686,C00240,P0007,4,42.58,2025-06-07,Cancelled,Credit Card,North,0
717,O645130,C00059,P0019,4,16.35,2025-06-07,Delayed,Bank Transfer,East,0.1
718,O217294,C00078,P0013,2,23.66,2025-06-07,Delivered,Credit Card,North,0
719,O349828,C00249,P0005,3,22.19,2025-06-07,Delayed,Credit Card,Central,0.15
720,O686768,C00154,P0009,1,9.3,2025-06-07,Cancelled,Credit Card,Central,0
721,O989008,C00473,P0020,4,13.77,2025-06-07,Cancelled,Credit Card,South,0
722,O857974,C00322,P0007,3,25.89,2025-06-07,Delayed,Credit Card,North,0
723,O114980,C00068,P0008,2,28.14,2025-06-07,Delayed,PayPal,South,0
724,O457551,C00103,P0015,5,36.35,2025-06-07,Delayed,Credit Card,North,0
725,O153217,C00245,P0010,4,41.78,2025-06-07,Cancelled,Credit Card,West,0.15
726,O673408,C00472,P0018,1,25.23,2025-06-07,Delivered,PayPal,South,0.2
727,O430907,C00108,P0013,4,39.77,2025-06-07,Delayed,Credit Card,North,0.2
728,O541621,C00005,P0003,2,19.76,2025-06-07,Delayed,Credit Card,North,0
729,O344007,C00326,P0017,2,27.01,2025-06-07,Delivered,PayPal,West,0.15
730,O391036,C00306,P0021,2,11.0,2025-06-07,Delivered,Bank Transfer,East,0.15
731,O136816,C00405,P0011,2,30.67,2025-06-07,Delayed,PayPal,West,0.05
732,O490616,C00491,P0007,3,33.67,2025-06-07,Delayed,Credit Card,West,0.1
734,O205719,C00296,P0023,2,10.12,2025-06-07,Delivered,Credit Card,East,0
735,O121120,C00447,P0025,5,22.43,2025-06-07,Delivered,PayPal,North,0.2
736,O686503,C00309,P0025,2,11.7,2025-06-07,Delivered,Bank Transfer,Central,0.2
737,O579968,C00016,P0020,1,44.07,2025-06-07,Delayed,Credit Card,South,0.15
738,O827277,C00139,P0008,2,18.87,2025-06-07,Delivered,PayPal,North,0
739,O814283,C00083,P0017,5,25.12,2025-06-07,Delayed,PayPal,West,0.05
740,O494337,C00440,P0019,2,45.88,2025-06-07,Delivered,Credit Card,West,0
741,O283897,C00447,P0023,4,41.34,2025-06-07,Delayed,Credit Card,Central,0.2
743,O879292,C00385,P0004,2,16.57,2025-06-07,Delayed,PayPal,East,0.2
744,O378625,C00195,P0023,4,35.45,2025-06-07,Delivered,Bank Transfer,North,0.1
745,O765338,C00093,P0021,3,42.28,2025-06-07,Delivered,Credit Card,East,0.1
746,O749214,C00480,P0010,5,29.93,2025-06-07,Cancelled,Credit Card,Central,0
747,O798323,C00430,P0012,3,43.77,2025-06-07,Delivered,Bank Transfer,East,0.15
748,O388050,C00396,P0014,1,38.88,2025-06-07,Delayed,Credit Card,Central,0.15
749,O861642,C00441,P0003,5,29.4,2025-06-07,Delayed,Bank Transfer,South,0.1
750,O904297,C00496,P0017,4,23.18,2025-06-07,Delivered,Credit Card,East,0
751,O967382,C00057,P0015,1,39.08,2025-06-07,Cancelled,PayPal,Central,0
752,O432247,C00058,P0013,2,18.79,2025-06-07,Delivered,Bank Transfer,South,0
753,O755268,C00451,P0012,1,20.08,2025-06-07,Delivered,Bank Transfer,West,0.05
754,O335686,C00082,P0004,2,35.43,2025-06-07,Cancelled,Credit Card,West,0.15
755,O709870,C00221,P0028,5,43.41,2025-06-07,Delayed,Credit Card,West,0.1
756,O992635,C00033,P0021,1,41.44,2025-06-07,Delivered,PayPal,North,0.05
757,O342614,C00300,P0007,1,25.2,2025-06-07,Delivered,PayPal,Central,0.2
758,O315059,C00355,P0011,3,9.3,2025-06-07,Delivered,PayPal,Central,0.05
759,O911695,C00417,P0008,1,20.21,2025-06-07,Delayed,Bank Transfer,East,0.1
760,O748753,C00248,P0009,1,20.69,2025-06-07,Cancelled,Credit Card,North,0.1
761,O609760,C00122,P0022,5,25.43,2025-06-07,Delayed,PayPal,Central,0.1
762,O263214,C00050,P0004,1,49.83,2025-06-07,Delivered,Credit Card,Central,0.05
763,O739731,C00217,P0003,3,47.01,2025-06-07,Delivered,Credit Card,East,0
764,O154588,C00037,P0015,4,33.8,2025-06-07,Delayed,Credit Card,Central,0
765,O780231,C00394,P0001,4,46.96,2025-06-07,Delivered,Credit Card,Central,0.1
766,O364385,C00426,P0023,1,13.46,2025-06-07,Delayed,PayPal,East,0.15
767,O498642,C00401,P0009,1,36.77,2025-06-07,Delivered,Credit Card,Central,0.2
768,O470152,C00245,P0023,1,35.61,2025-06-07,Delivered,PayPal,South,0.2
769,O440222,C00116,P0022,4,15.06,2025-06-07,Delivered,Credit Card,East,0.15
770,O931358,C00123,P0027,5,19.01,2025-06-07,Cancelled,PayPal,East,0.1
771,O953285,C00040,P0019,5,36.35,2025-06-07,Delayed,PayPal,East,0
772,O669115,C00487,P0025,5,36.9,2025-06-07,Delayed,Bank Transfer,East,0
773,O705250,C00465,P0015,4,48.81,2025-06-07,Delayed,Bank Transfer,West,0
774,O666618,C00303,P0005,4,23.11,2025-06-07,Delivered,Credit Card,Central,0.15
775,O624423,C00002,P0028,4,47.75,2025-06-07,Delivered,Bank Transfer,South,0.2
776,O429842,C00014,P0023,1,25.29,2025-06-07,Delivered,Credit Card,Central,0.1
777,O795724,C00480,P0028,1,48.93,2025-06-07,Delivered,Bank Transfer,South,0
778,O882653,C00332,P0005,3,44.01,2025-06-07,Cancelled,Credit Card,South,0.2
779,O143476,C00343,P0015,3,43.64,2025-06-07,Delivered,Bank Transfer,West,0.1
780,O524187,C00287,P0015,3,31.63,2025-06-07,Delivered,Credit Card,South,0.05
781,O122913,C00486,P0020,3,49.8,2025-06-07,Delayed,Credit Card,South,0.05
782,O656581,C00321,P0003,5,47.35,2025-06-07,Delivered,Bank Transfer,Central,0
784,O154851,C00107,P0024,2,24.21,2025-06-07,Delivered,PayPal,West,0.1
785,O829511,C00335,P0005,2,9.56,2025-06-07,Delayed,Bank Transfer,South,0
786,O150383,C00094,P0022,1,42.46,2025-06-07,Delivered,Credit Card,East,0
787,O460331,C00461,P0022,4,19.29,2025-06-07,Delivered,PayPal,North,0.05
788,O649194,C00433,P0028,2,29.52,2025-06-07,Delayed,Credit Card,Central,0.05
789,O779184,C00045,P0017,4,14.32,2025-06-07,Delivered,Credit Card,Central,0
790,O178240,C00478,P0013,5,33.22,2025-06-07,Delayed,Credit Card,Central,0.05
791,O221796,C00319,P0017,4,23.71,2025-06-07,Delayed,Bank Transfer,South,0
792,O830712,C00077,P0027,3,13.14,2025-06-07,Cancelled,PayPal,North,0.15
793,O916245,C00390,P0010,1,24.57,2025-06-07,Delayed,PayPal,South,0.1
794,O725263,C00013,P0013,5,35.05,2025-06-07,Delayed,Credit Card,South,0.05
795,O274451,C00432,P0007,4,23.9,2025-06-07,Delayed,Credit Card,Central,0.1
796,O884688,C00389,P0009,5,28.63,2025-06-07,Cancelled,Credit Card,South,0.1
797,O462702,C00279,P0001,2,16.63,2025-06-07,Delayed,PayPal,West,0.05
798,O428227,C00224,P0010,5,12.04,2025-06-07,Delivered,Credit Card,South,0.1
799,O771682,C00015,P0019,3,25.85,2025-06-07,Cancelled,Credit Card,West,0.15
800,O773768,C00098,P0016,5,32.3,2025-06-07,Delayed,Bank Transfer,North,0
801,O133035,C00424,P0015,1,43.71,2025-06-07,Delayed,Credit Card,East,0
802,O951029,C00337,P0030,5,17.16,2025-06-07,Delayed,Credit Card,Central,0.15
803,O141798,C00300,P0030,5,23.18,2025-06-07,Delivered,Bank Transfer,West,0
804,O377376,C00022,P0027,4,36.68,2025-06-07,Delivered,PayPal,South,0.05
805,O544940,C00223,P0017,4,32.38,2025-06-07,Delayed,Bank Transfer,North,0.2
806,O829181,C00173,P0025,5,26.69,2025-06-07,Delivered,Credit Card,East,0.05
807,O982766,C00034,P0014,5,43.81,2025-06-07,Delayed,PayPal,South,0.1
808,O473456,C00251,P0030,2,40.61,2025-06-07,Cancelled,Credit Card,South,0.1
809,O695415,C00138,P0003,2,37.1,2025-06-07,Delivered,Credit Card,East,0
810,O306639,C00330,P0017,4,25.75,2025-06-07,Delayed,PayPal,South,0.05
811,O768035,C00222,P0023,4,26.43,2025-06-07,Delayed,PayPal,East,0
812,O897258,C00303,P0012,5,21.61,2025-06-07,Delivered,PayPal,South,0.05
813,O937627,C00403,P0009,2,9.11,2025-06-07,Delivered,Bank Transfer,East,0.2
814,O866632,C00138,P0014,3,9.78,2025-06-07,Delayed,PayPal,Central,0
815,O359280,C00369,P0029,5,22.28,2025-06-07,Delivered,Credit Card,East,0.2
816,O543791,C00312,P0013,4,25.04,2025-06-07,Delivered,Credit Card,Central,0.05
817,O434424,C00183,P0028,2,19.38,2025-06-07,Cancelled,Credit Card,North,0
818,O514374,C00160,P0023,4,29.24,2025-06-07,Delivered,Credit Card,East,0.1
819,O435796,C00314,P0026,1,37.81,2025-06-07,Cancelled,Credit Card,North,0.1
820,O799391,C00314,P0026,1,8.61,2025-06-07,Delayed,PayPal,North,0.1
821,O691926,C00224,P0005,2,49.92,2025-06-07,Delivered,Credit Card,North,0
822,O493426,C00236,P0023,4,23.78,2025-06-07,Delivered,Credit Card,East,0.15
823,O131726,C00286,P0001,1,22.18,2025-06-07,Delivered,Bank Transfer,North,0.05
824,O936136,C00429,P0021,4,8.91,2025-06-07,Cancelled,PayPal,South,0.05
825,O162875,C00245,P0003,2,11.04,2025-06-07,Delayed,Bank Transfer,South,0.05
826,O681637,C00449,P0029,5,20.53,2025-06-07,Delivered,PayPal,East,0.1
827,O452246,C00440,P0012,3,8.29,2025-06-07,Delayed,Credit Card,West,0.1
828,O588103,C00344,P0020,4,12.04,2025-06-07,Delivered,Credit Card,East,0.15
829,O345298,C00365,P0024,2,23.12,2025-06-07,Delivered,PayPal,South,0.05
830,O259676,C00023,P0003,5,29.67,2025-06-07,Delivered,PayPal,East,0.2
831,O418853,C00162,P0021,1,44.85,2025-06-07,Cancelled,Bank Transfer,West,0.15
832,O279565,C00183,P0011,1,8.62,2025-06-07,Delayed,Bank Transfer,East,0.1
833,O574734,C00411,P0005,4,39.78,2025-06-07,Delivered,Credit Card,East,0.15
834,O305437,C00008,P0026,3,16.59,2025-06-07,Delivered,Bank Transfer,East,0.05
835,O276556,C00363,P0006,4,34.96,2025-06-07,Delivered,Credit Card,North,0
836,O256320,C00429,P0022,5,14.43,2025-06-07,Delayed,Bank Transfer,East,0.1
837,O894163,C00360,P0004,2,9.28,2025-06-07,Cancelled,Credit Card,Central,0.2
838,O420008,C00203,P0025,5,22.29,2025-06-07,Delivered,Credit Card,South,0.15
839,O858056,C00187,P0025,5,39.65,2025-06-07,Delayed,Credit Card,North,0
840,O342709,C00492,P0027,2,14.06,2025-06-07,Delayed,Credit Card,North,0.2
841,O423810,C00237,P0010,1,27.83,2025-06-07,Delayed,Bank Transfer,West,0.1
842,O653028,C00473,P0002,3,30.96,2025-06-07,Delivered,Credit Card,North,0
843,O214142,C00324,P0023,1,19.17,2025-06-07,Delayed,PayPal,West,0.05
844,O250466,C00288,P0028,3,35.36,2025-06-07,Cancelled,PayPal,North,0.1
845,O669391,C00365,P0018,1,30.73,2025-06-07,Delayed,Credit Card,East,0
846,O644220,C00265,P0012,1,16.39,2025-06-07,Delivered,Credit Card,West,0
847,O914329,C00124,P0004,4,8.09,2025-06-07,Delayed,PayPal,North,0.1
848,O848134,C00161,P0011,2,29.94,2025-06-07,Delayed,Bank Transfer,East,0.2
849,O344254,C00040,P0012,5,33.03,2025-06-07,Delayed,Bank Transfer,North,0.1
850,O822742,C00299,P0002,2,34.38,2025-06-07,Delivered,PayPal,Central,0
852,O774094,C00305,P0024,2,13.07,2025-06-07,Delivered,Credit Card,East,0.15
853,O381084,C00326,P0001,1,20.5,2025-06-07,Delivered,PayPal,North,0.15
854,O483215,C00464,P0006,1,18.9,2025-06-07,Cancelled,Credit Card,Central,0.15
855,O328687,C00233,P0027,3,48.62,2025-06-07,Delayed,Bank Transfer,South,0
856,O896446,C00395,P0014,5,9.21,2025-06-07,Delivered,Credit Card,South,0.05
857,O588020,C00161,P0013,5,8.84,2025-06-07,Cancelled,Credit Card,West,0.15
859,O147181,C00479,P0022,5,25.34,2025-06-07,Delivered,Credit Card,East,0.1
860,O593075,C00112,P0012,4,13.78,2025-06-07,Delivered,PayPal,West,0
861,O565819,C00023,P0005,5,42.62,2025-06-07,Delayed,Credit Card,Central,0
863,O171169,C00129,P0024,3,21.2,2025-06-07,Cancelled,Credit Card,Central,0
864,O975839,C00485,P0017,3,24.58,2025-06-07,Cancelled,Credit Card,North,0.2
865,O519294,C00136,P0029,1,24.88,2025-06-07,Delivered,Credit Card,North,0.2
866,O801334,C00405,P0008,5,43.83,2025-06-07,Delivered,Bank Transfer,East,0.15
867,O862387,C00492,P0024,5,30.57,2025-06-07,Delayed,PayPal,Central,0
868,O208235,C00303,P0012,1,21.04,2025-06-07,Delayed,Credit Card,Central,0.15
869,O885156,C00308,P0016,4,21.79,2025-06-07,Delayed,Bank Transfer,East,0.15
870,O660174,C00129,P0006,3,24.59,2025-06-07,Delivered,Bank Transfer,Central,0
871,O473706,C00095,P0025,5,11.87,2025-06-07,Delivered,Credit Card,Central,0.1
872,O338738,C00151,P0012,4,15.84,2025-06-07,Delivered,Credit Card,North,0.15
873,O725897,C00307,P0014,4,17.65,2025-06-07,Delivered,Credit Card,East,0.05
874,O735212,C00338,P0029,5,30.49,2025-06-07,Cancelled,Credit Card,North,0.05
875,O147347,C00253,P0015,4,13.8,2025-06-07,Delayed,PayPal,North,0.15
876,O547571,C00204,P0009,4,9.04,2025-06-07,Delayed,Credit Card,North,0.15
877,O375240,C00297,P0019,4,24.62,2025-06-07,Delayed,Bank Transfer,North,0
879,O718740,C00477,P0028,1,37.18,2025-06-07,Delayed,Bank Transfer,North,0.2
880,O988124,C00335,P0023,1,41.95,2025-06-07,Delivered,PayPal,North,0.05
881,O467892,C00035,P0025,1,42.54,2025-06-07,Delayed,Bank Transfer,East,0.05
882,O595276,C00404,P0025,5,43.59,2025-06-07,Delayed,Credit Card,East,0.05
883,O268087,C00176,P0017,1,16.4,2025-06-07,Delayed,Bank Transfer,Central,0.15
884,O853253,C00118,P0008,3,34.5,2025-06-07,Delivered,Credit Card,North,0.05
885,O421603,C00364,P0013,4,27.97,2025-06-07,Delayed,Credit Card,North,0.2
886,O539256,C00306,P0010,4,30.81,2025-06-07,Cancelled,Credit Card,North,0.1
887,O259687,C00196,P0018,4,21.52,2025-06-07,Delivered,Credit Card,East,0.05
888,O313202,C00345,P0003,5,20.8,2025-06-07,Delayed,PayPal,North,0.15
889,O164487,C00350,P0002,1,40.21,2025-06-07,Delayed,PayPal,South,0.15
890,O202818,C00116,P0008,2,18.98,2025-06-07,Delivered,PayPal,North,0.2
891,O924045,C00479,P0021,4,40.44,2025-06-07,Delivered,Credit Card,West,0
892,O822353,C00048,P0007,1,26.41,2025-06-07,Delayed,Bank Transfer,West,0
893,O261115,C00072,P0025,5,39.67,2025-06-07,Delayed,Credit Card,East,0.15
894,O895098,C00298,P0006,2,11.68,2025-06-07,Delayed,Bank Transfer,West,0.05
895,O770630,C00354,P0017,2,8.85,2025-06-07,Delayed,Credit Card,Central,0
896,O450483,C00467,P0010,4,34.2,2025-06-07,Delivered,Credit Card,East,0.1
897,O690808,C00001,P0024,5,21.12,2025-06-07,Cancelled,Bank Transfer,Central,0
898,O555342,C00057,P0011,2,17.08,2025-06-07,Cancelled,Credit Card,Central,0.05
899,O243405,C00395,P0003,5,44.94,2025-06-07,Delivered,Credit Card,West,0
900,O684179,C00139,P0016,4,26.16,2025-06-07,Delayed,Bank Transfer,North,0.2
901,O566226,C00141,P0025,1,14.46,2025-06-07,Delayed,Bank Transfer,West,0.1
902,O547053,C00315,P0021,1,11.8,2025-06-07,Cancelled,Credit Card,Central,0.05
903,O380869,C00105,P0006,4,40.05,2025-06-07,Delivered,Credit Card,East,0
904,O378230,C00496,P0015,5,48.0,2025-06-07,Cancelled,PayPal,North,0
905,O877478,C00293,P0027,5,11.45,2025-06-07,Cancelled,PayPal,South,0
906,O590450,C00283,P0024,2,45.91,2025-06-07,Delivered,Credit Card,West,0.1
907,O174098,C00191,P0011,4,29.47,2025-06-07,Cancelled,Credit Card,West,0.05
908,O994508,C00490,P0019,4,38.16,2025-06-07,Delayed,PayPal,East,0.05
909,O934833,C00259,P0019,5,40.4,2025-06-07,Delayed,Bank Transfer,East,0.15
910,O237777,C00189,P0009,2,49.88,2025-06-07,Delivered,Credit Card,East,0.15
911,O520929,C00388,P0004,3,31.5,2025-06-07,Cancelled,Credit Card,West,0
912,O127255,C00118,P0028,3,40.92,2025-06-07,Delivered,Credit Card,North,0
913,O124099,C00002,P0029,4,10.19,2025-06-07,Delayed,PayPal,Central,0
914,O821166,C00297,P0013,2,21.51,2025-06-07,Delivered,Credit Card,Central,0
915,O558160,C00436,P0011,3,49.68,2025-06-07,Delivered,Credit Card,West,0
916,O530112,C00140,P0026,3,35.25,2025-06-07,Cancelled,Bank Transfer,South,0.1
917,O789327,C00107,P0001,5,33.92,2025-06-07,Delayed,Credit Card,Central,0.15
918,O520041,C00396,P0020,2,25.53,2025-06-07,Delivered,Credit Card,East,0
919,O812856,C00178,P0011,5,28.67,2025-06-07,Delayed,Credit Card,South,0.05
920,O405877,C00246,P0028,4,30.96,2025-06-07,Cancelled,Credit Card,West,0
921,O129987,C00070,P0001,1,25.34,2025-06-07,Delivered,Credit Card,West,0.15
922,O780120,C00235,P0001,4,42.21,2025-06-07,Delivered,PayPal,South,0.1
923,O670776,C00457,P0015,5,47.37,2025-06-07,Delivered,PayPal,East,0.15
924,O562749,C00149,P0004,2,16.5,2025-06-07,Delivered,Credit Card,Central,0
925,O219645,C00324,P0015,2,43.3,2025-06-07,Delivered,Bank Transfer,Central,0.05
926,O777494,C00384,P0011,1,39.37,2025-06-07,Delivered,PayPal,North,0
927,O237033,C00150,P0025,2,22.02,2025-06-07,Delivered,Credit Card,North,0.15
928,O648757,C00421,P0013,4,47.71,2025-06-07,Delivered,PayPal,North,0.15
929,O647630,C00004,P0029,1,21.31,2025-06-07,Delivered,Credit Card,East,0.15
930,O651709,C00013,P0021,1,12.97,2025-06-07,Delayed,Credit Card,Central,0.2
931,O544183,C00145,P0023,2,32.34,2025-06-07,Delivered,Credit Card,West,0.15
932,O704629,C00075,P0011,4,16.78,2025-06-07,Delayed,PayPal,West,0
933,O207449,C00059,P0016,4,18.09,2025-06-07,Delivered,Bank Transfer,West,0.15
934,O873643,C00383,P0018,2,27.28,2025-06-07,Delayed,Credit Card,Central,0.1
935,O252666,C00286,P0006,2,45.68,2025-06-07,Delayed,Credit Card,North,0
936,O128974,C00061,P0014,2,24.23,2025-06-07,Cancelled,Credit Card,South,0.1
937,O862195,C00434,P0014,3,45.33,2025-06-07,Delayed,PayPal,North,0.05
938,O366703,C00097,P0002,3,31.25,2025-06-07,Delivered,Bank Transfer,West,0
939,O471539,C00382,P0006,5,43.62,2025-06-07,Delayed,Credit Card,West,0.15
940,O804552,C00184,P0027,3,31.04,2025-06-07,Delivered,Credit Card,East,0.15
941,O357272,C00056,P0008,2,31.77,2025-06-07,Delivered,Bank Transfer,East,0
942,O774563,C00424,P0016,5,14.15,2025-06-07,Delayed,PayPal,East,0.05
943,O934656,C00289,P0001,5,37.49,2025-06-07,Delivered,Bank Transfer,East,0.05
944,O526816,C00146,P0029,1,29.25,2025-06-07,Delayed,PayPal,Central,0
945,O620883,C00018,P0029,2,31.05,2025-06-07,Delayed,Credit Card,West,0.15
946,O234459,C00436,P0020,1,43.13,2025-06-07,Delayed,PayPal,East,0
947,O508819,C00338,P0003,3,10.22,2025-06-07,Delivered,Credit Card,North,0.2
948,O803369,C00025,P0025,3,19.25,2025-06-07,Delivered,PayPal,West,0.05
949,O210647,C00474,P0017,3,26.97,2025-06-07,Delivered,Bank Transfer,North,0
950,O935826,C00349,P0003,3,47.14,2025-06-07,Cancelled,Credit Card,West,0.2
951,O689778,C00050,P0012,2,40.78,2025-06-07,Delivered,Credit Card,South,0.2
952,O613412,C00153,P0013,3,43.99,2025-06-07,Delayed,Credit Card,North,0.15
953,O553182,C00431,P0010,2,45.29,2025-06-07,Delayed,Bank Transfer,South,0.2
954,O713835,C00400,P0014,4,16.96,2025-06-07,Delayed,Credit Card,South,0.05
955,O288328,C00109,P0001,4,36.4,2025-06-07,Delayed,Credit Card,North,0
